dataset_id,canonical_fish_id,source_fish_index,context_id,context_name,partition,split_seed,split_version
DS-005,DS005-JM-F294,294,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F295,295,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F296,296,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F297,297,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F298,298,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F299,299,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F300,300,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F301,301,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F302,302,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F303,303,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F304,304,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F305,305,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F306,306,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F307,307,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F308,308,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F309,309,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F310,310,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F311,311,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F312,312,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F313,313,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F314,314,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F315,315,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F316,316,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F317,317,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F318,318,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F319,319,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F320,320,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F321,321,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F322,322,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F323,323,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F324,324,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F325,325,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F326,326,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F327,327,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F328,328,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F329,329,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F330,330,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F331,331,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F332,332,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F333,333,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F334,334,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F335,335,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F336,336,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F337,337,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F338,338,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F339,339,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F340,340,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F341,341,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F342,342,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F343,343,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F344,344,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F345,345,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F346,346,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F347,347,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F348,348,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F349,349,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F350,350,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F351,351,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F352,352,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F353,353,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F354,354,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F355,355,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F356,356,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F357,357,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F358,358,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F359,359,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F360,360,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F361,361,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F362,362,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F363,363,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F364,364,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F365,365,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F366,366,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F367,367,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F368,368,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F369,369,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F370,370,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F371,371,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F372,372,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F373,373,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F374,374,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F375,375,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F376,376,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F377,377,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F378,378,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F379,379,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F380,380,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F381,381,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F382,382,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F383,383,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F384,384,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F385,385,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F386,386,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F387,387,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F388,388,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F389,389,CTX-14,Light RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F390,390,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F391,391,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F392,392,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F393,393,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F394,394,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F395,395,CTX-14,Light RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F396,396,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F397,397,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F398,398,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F399,399,CTX-14,Light RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F400,400,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F401,401,CTX-14,Light RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F402,402,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F403,403,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F404,404,CTX-14,Light RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F405,405,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F406,406,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F407,407,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F408,408,CTX-14,Light RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F409,409,CTX-14,Light RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F410,410,CTX-14,Light RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F411,411,CTX-14,Light RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F412,412,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F413,413,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F414,414,CTX-14,Light RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F415,415,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F416,416,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F417,417,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F418,418,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F419,419,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F420,420,CTX-14,Light RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F421,421,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F422,422,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F423,423,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F424,424,CTX-14,Light RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F425,425,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F426,426,CTX-14,Light RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F427,427,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F428,428,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F429,429,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F430,430,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F431,431,CTX-14,Light RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F432,432,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F433,433,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F434,434,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F435,435,CTX-14,Light RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F436,436,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F437,437,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F438,438,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F439,439,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F440,440,CTX-14,Light RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F441,441,CTX-14,Light RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F442,442,CTX-14,Light RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F443,443,CTX-08,Dark (5x5cm),validation,20260822,v1
DS-005,DS005-JM-F444,444,CTX-08,Dark (5x5cm),test,20260822,v1
DS-005,DS005-JM-F445,445,CTX-08,Dark (5x5cm),train,20260822,v1
DS-005,DS005-JM-F446,446,CTX-08,Dark (5x5cm),train,20260822,v1
DS-005,DS005-JM-F447,447,CTX-08,Dark (5x5cm),validation,20260822,v1
DS-005,DS005-JM-F448,448,CTX-08,Dark (5x5cm),train,20260822,v1
DS-005,DS005-JM-F449,449,CTX-08,Dark (5x5cm),train,20260822,v1
DS-005,DS005-JM-F450,450,CTX-08,Dark (5x5cm),train,20260822,v1
DS-005,DS005-JM-F451,451,CTX-08,Dark (5x5cm),train,20260822,v1
DS-005,DS005-JM-F452,452,CTX-08,Dark (5x5cm),train,20260822,v1
DS-005,DS005-JM-F453,453,CTX-01,Light (5x5cm),test,20260822,v1
DS-005,DS005-JM-F454,454,CTX-01,Light (5x5cm),train,20260822,v1
DS-005,DS005-JM-F455,455,CTX-01,Light (5x5cm),train,20260822,v1
DS-005,DS005-JM-F456,456,CTX-01,Light (5x5cm),train,20260822,v1
DS-005,DS005-JM-F457,457,CTX-01,Light (5x5cm),train,20260822,v1
DS-005,DS005-JM-F458,458,CTX-01,Light (5x5cm),train,20260822,v1
DS-005,DS005-JM-F459,459,CTX-01,Light (5x5cm),train,20260822,v1
DS-005,DS005-JM-F460,460,CTX-01,Light (5x5cm),train,20260822,v1
DS-005,DS005-JM-F461,461,CTX-01,Light (5x5cm),validation,20260822,v1
DS-005,DS005-JM-F462,462,CTX-01,Light (5x5cm),validation,20260822,v1
